id,parentId,date,level,name,grade,jobTitle,unit,salaryCostOfReports,payFloor,payCeil,professionalOccupationalGroup
root,,,,,,,,,,,
1,root,Mar-13,Senior,Ursula Brennan,SCS4,Permanent Secretary,Ministry of Justice,0,180000,184999,Operational Delivery
2,1,Mar-13,Senior,Peter Handcock CBE,SCS3,"Chief Executive, HM Courts & Tribunals Service",Her Majesty's Courts and Tribunals Service (HMCTS),538952,145000,149999,Operational Delivery
4,2,Mar-13,Senior,Kevin Sadler,SCS2,"Director, Civil, Family and Tribunals",Her Majesty's Courts and Tribunals Service (HMCTS),0,95000,99999,Operational Delivery
5,77,Mar-13,Senior,N/D,SCS1,Director ICT HQ,Corporate Performance Group,0,N/A,,Information Technology
13,2,Mar-13,Senior,Guy Tomkins,SCS2,"Director, Crime",Her Majesty's Courts and Tribunals Service (HMCTS),291248,80000,84999,Operational Delivery
14,2,Mar-13,Senior,Paul Shipley,SCS2,HMCTS IT Director,Her Majesty's Courts and Tribunals Service (HMCTS),0,115000,119999,Information Technology
16,root,Mar-13,Senior,Eliminated,SCS1,Director of Estates,Her Majesty's Courts and Tribunals Service (HMCTS),0,N/A,,Operational Delivery
19,68,Mar-13,Senior,N/D,SCS1,Head of Finance Strategy & Planning,Corporate Performance Group,0,N/A,,Finance
20,77,Mar-13,Senior,N/D,SCS1,Head of Demand and Programme Office,Corporate Performance Group,0,N/A,,Programme and Project Management (PPM)
24,302,Mar-13,Senior,N/D,SCS1,Head of Crime for London,Her Majesty's Courts and Tribunals Service (HMCTS),0,N/A,,Operational Delivery
26,116,Mar-13,Senior,N/D,SCS1,Deputy Director for Customer Insight & Corporate Functions Analytical Services,Corporate Performance Group,0,N/A,,Operational Research
27,73,Mar-13,Senior,N/D,SCS1,Head of Payroll & Finance Services,Corporate Performance Group,0,N/A,,Finance
28,326,Mar-13,Senior,N/D,SCS1,Board Secretary and Head of TJ Strategy and Governance,Corporate Performance Group,0,N/A,,Planning
33,174,Mar-13,Senior,N/D,SCS1,Deputy Director - Justice Reform,Justice Policy Group,0,N/A,,Policy
40,50,Mar-13,Senior,N/D,SCS1,Public Guardian & Chief Executive,Office of the Public Guardian (OPG),0,N/A,,Operational Delivery
41,40,Mar-13,Senior,N/D,SCS1,Senior Legal Advisor to the Public Guardian,Office of the Public Guardian (OPG),13687582,N/A,,Law
43,188,Mar-13,Senior,N/D,SCS1,HMCTS Deputy Director Strategy and Change,Her Majesty's Courts and Tribunals Service (HMCTS),0,N/A,,Programme and Project Management (PPM)
44,2,Mar-13,Senior,N/D,SCS1,HMCTS Finance Director,Her Majesty's Courts and Tribunals Service (HMCTS),7953613,N/A,,Finance
45,1,Mar-13,Senior,N/D,SCS1,Principal Private Secretary to the Justice Secretary,Private Office,0,N/A,,Policy
47,326,Mar-13,Senior,N/D,SCS1,Head of ALB Governance Division,Corporate Performance Group,0,N/A,,Policy
48,2,Mar-13,Senior,Chris Ball,SCS2,"HR & Enforcement Director, HMCTS",Her Majesty's Courts and Tribunals Service (HMCTS),2838855,95000,99999,Human Resources
49,50,Mar-13,Senior,Pam Teare,SCS2,Director - Communications and Information Directorate,Corporate Performance Group,0,110000,114999,Operational Delivery
50,1,Mar-13,Senior,Antonia Romeo,SCS3,Director General - Transforming Justice,Corporate Performance Group,0,125000,129999,Operational Delivery
347,302,Mar-13,Senior,N/D,SCS1,"Cluster manager of Royal Courts of Justice group, HMCS",Her Majesty's Courts and Tribunals Service (HMCTS),24299088,N/A,,Operational Delivery
52,78,Mar-13,Senior,N/D,SCS1,Shared Services Programme Director,Corporate Performance Group,0,N/A,,Programme and Project Management (PPM)
55,116,Mar-13,Senior,N/D,SCS1,Deputy Director -,Corporate Performance Group,0,N/A,,Programme and Project Management (PPM)
58,49,Mar-13,Senior,N/D,SCS1,Head of Corporate Communication,Corporate Performance Group,0,N/A,,Communications
59,49,Mar-13,Senior,N/D,SCS1,Head of News,Corporate Performance Group,1199971,N/A,,Communications
346,325,Mar-13,Senior,N/D,SCS1,HR Director,Corporate Performance Group,421106,N/A,,Human Resources
65,68,Mar-13,Senior,N/D,SCS1,Financial Controller,Corporate Performance Group,0,N/A,,Finance
68,1,Mar-13,Senior,Ann Beasley,SCS3,"Director General, Finance and Corporate Services",Corporate Performance Group,0,140000,144999,Finance
69,68,Mar-13,Senior,Craig Watkins,SCS2,Director of Finance and Planning,Corporate Performance Group,0,110000,114999,Finance
70,68,Mar-13,Senior,N/D,SCS1,Head of Internal Audit and Assurance,Corporate Performance Group,0,N/A,,Internal Audit
72,136,Mar-13,Senior,N/D,SCS1,Head of Information & Human Rights Law,Corporate Performance Group,0,N/A,,Law
345,174,Mar-13,Senior,N/D,SCS1,Deputy Director Justice Policy Group,Justice Policy Group,0,N/A,,Policy
73,68,Mar-13,Senior,Gerry Smith,SCS2,Head of Shared Services,Corporate Performance Group,10374990,120000,124999,Operational Delivery
77,78,Mar-13,Senior,Andy Grant,SCS2,"Director, Service Management",Corporate Performance Group,0,140000,144999,Information Technology
78,68,Mar-13,Senior,Nick Ramsay,SCS2,Interim Chief Information Officer,Corporate Performance Group,3512,160000,164999,Information Technology
344,77,Mar-13,Senior,N/D,SCS1,Head of ICTIA,Corporate Performance Group,367308,N/A,,Information Technology
82,329,Mar-13,Senior,N/D,SCS1,Head of Strategy & Alignment,Corporate Performance Group,0,N/A,,Information Technology
83,68,Mar-13,Senior,Vincent Godfrey,SCS2,Director of Procurement,Corporate Performance Group,1344147,120000,124999,Procurement
84,83,Mar-13,Senior,N/D,SCS1,Head of Procurement Prison Portfolio,Corporate Performance Group,2644655,N/A,,Procurement
85,83,Mar-13,Senior,Vacant,SCS1,Head of Procurement Operation Services Portfolio,Corporate Performance Group,7323806,N/A,,Procurement
86,97,Mar-13,Senior,N/D,SCS1,Deputy Director Legal Aid and Legal Services Policy,Justice Policy Group,0,N/A,,Policy
91,116,Mar-13,Senior,N/D,SCS1,Deputy Director Offender Management and Sentencing Analytical Services,Corporate Performance Group,0,N/A,,Social Research
97,98,Mar-13,Senior,Helen Judge,SCS2,Policy Director,Justice Policy Group,390000,80000,84999,Policy
98,1,Mar-13,Senior,Helen Edwards,SCS3,"Director General, Justice Policy Group",Justice Policy Group,0,160000,164999,Policy
99,116,Mar-13,Senior,N/D,SCS1,Chief Statistician and Deputy Director for Justice Statistics Analytical Services,Corporate Performance Group,1961971,N/A,,Statisticians
107,116,Mar-13,Senior,N/D,SCS1,"Chief Economist and Deputy Director for Strategic Reform, Forecasting and Finance Analytical Services",Corporate Performance Group,2179041,N/A,,Economics
108,167,Mar-13,Senior,N/D,SCS1,Deputy Director,Justice Policy Group,0,N/A,,Policy
114,98,Mar-13,Senior,N/D,SCS1,Deputy Director,Justice Policy Group,546599,N/A,,Policy
115,97,Mar-13,Senior,N/D,SCS1,Deputy Director - Reducing Reoffending,Justice Policy Group,255219,N/A,,Policy
116,68,Mar-13,Senior,Rebecca Endean,SCS2,Director for Analytical Services,Corporate Performance Group,22757,85000,89999,Economics
119,325,Mar-13,Senior,N/D,SCS1,Head of Capacity Group,Corporate Performance Group,287901,N/A,,Human Resources
125,98,Mar-13,Senior,Catherine Lee,SCS2,Policy Director,Justice Policy Group,390000,85000,89999,Policy
348,97,Mar-13,Senior,N/D,SCS1,Deputy Director,Justice Policy Group,390000,N/A,,Policy
126,97,Mar-13,Senior,N/D,SCS1,Deputy Director - Sentencing Policy,Justice Policy Group,1109062,N/A,,Policy
136,68,Mar-13,Senior,Rosemary Davies,SCS2,Legal Director,Corporate Performance Group,0,95000,99999,Law
137,68,Mar-13,Senior,Jane Hill,SCS2,Legal Director,Corporate Performance Group,267818,65000,69999,Law
140,174,Mar-13,Senior,N/D,SCS1,"Deputy Director, Head of Human Rights and Security Policy",Justice Policy Group,478448,N/A,,Policy
153,136,Mar-13,Senior,N/D,SCS1,Deputy Director (Legal Aid and Legal Services Team),Corporate Performance Group,0,N/A,,Law
157,136,Mar-13,Senior,N/D,SCS1,Head of Criminal Law Team,Corporate Performance Group,0,N/A,,Policy
158,344,Mar-13,Senior,N/D,SCS1,Deputy Director - Judicial Reward and Pensions Reform,Corporate Performance Group,0,N/A,,Policy
159,136,Mar-13,Senior,N/D,SCS1,Head of Civil and Family Law,Corporate Performance Group,0,N/A,,Law
165,327,Mar-13,Senior,N/D,SCS1,Deputy Director Asset Management Unit,Corporate Performance Group,0,N/A,,Property and Asset Management
167,98,Mar-13,Senior,Mark Sweeney,SCS2,Policy Director,Justice Policy Group,420000,90000,94999,Policy
174,98,Mar-13,Senior,Paul Kett,SCS2,Policy Director,Justice Policy Group,378000,80000,84999,Policy
175,77,Mar-13,Senior,N/D,SCS1,"Head of Strategy, Planning and Operations, ICT",Corporate Performance Group,0,N/A,,Information Technology
177,327,Mar-13,Senior,N/D,SCS1,"Deputy Director, Interim Head of Strategy Programme Development Unit and Deputy Head of Progamme Management Unit",Corporate Performance Group,0,N/A,,Programme and Project Management (PPM)
178,77,Mar-13,Senior,N/D,SCS1,Head of Architecture and Assurance,Corporate Performance Group,752319,N/A,,Information Technology
180,77,Mar-13,Senior,N/D,SCS1,MOJ ICT Head of Delivery (NOMS Portfolio),Corporate Performance Group,0,N/A,,Programme and Project Management (PPM)
181,77,Mar-13,Senior,N/D,SCS1,"Deputy Director, Head of Delivery Management (HQ)",Corporate Performance Group,0,N/A,,Information Technology
182,77,Mar-13,Senior,N/D,SCS1,Head of Service Delivery,Corporate Performance Group,0,N/A,,Information Technology
183,77,Mar-13,Senior,N/D,SCS1,EUC Tower & Programme Transition Lead,Corporate Performance Group,0,N/A,,Information Technology
188,2,Mar-13,Senior,Sarah Albon,SCS2,"Director, HMCTS Strategy and Change",Her Majesty's Courts and Tribunals Service (HMCTS),4022224,80000,84999,Programme and Project Management (PPM)
215,125,Mar-13,Senior,N/D,SCS1,"Deputy Director, Civil & Family Justice",Justice Policy Group,805009,N/A,,Policy
217,83,Mar-13,Senior,N/D,SCS1,Head of Procurement (ICT),Corporate Performance Group,2096163,N/A,,Procurement
220,174,Mar-13,Senior,N/D,SCS1,Deputy Director - Judicial Policy,Justice Policy Group,399430,N/A,,Policy
301,4,Mar-13,Senior,N/D,SCS1,"Deputy Director, Civil & Family",Her Majesty's Courts and Tribunals Service (HMCTS),16848412,N/A,,Operational Delivery
302,2,Mar-13,Senior,Sheila Proudlock,SCS2,"Delivery Director, HMCTS London",Her Majesty's Courts and Tribunals Service (HMCTS),92588724,115000,119999,Operational Delivery
